Frame,Sprite,Mover,FPS,Transform,Camera,Player,
371,0.0447715,0.0119729,16.3934,1e-007,3.6e-006,4.2e-006,
372,0.0450011,0.011696,16.3934,2e-007,3.5e-006,4.3e-006,
373,0.0458826,0.0119759,16.3934,0,3.4e-006,4.7e-006,
374,0.045372,0.0123472,16.129,1e-007,2.6e-006,4.5e-006,
375,0.0454853,0.0116649,16.129,1e-007,4e-006,4.3e-006,
376,0.0470659,0.0120596,16.129,2e-007,3.6e-006,4.1e-006,
377,0.046025,0.0119662,15.873,0,2.7e-006,4.1e-006,
378,0.0458545,0.0120084,16.129,2e-007,2.8e-006,4e-006,
379,0.0467242,0.0119644,16.129,2e-007,3.9e-006,4.6e-006,
380,0.0460102,0.0121122,15.625,0,2.7e-006,4e-006,
381,0.046691,0.012112,16.129,0,3.3e-006,4.1e-006,
382,0.0461501,0.0121281,15.873,0,3.2e-006,4.2e-006,
383,0.0465334,0.011922,16.129,1e-007,3.5e-006,4.2e-006,
384,0.047132,0.0120745,15.873,1e-007,3.1e-006,4.7e-006,
385,0.0469923,0.0125757,15.873,2e-007,4e-006,4.3e-006,
386,0.0474566,0.0126464,15.625,1e-007,3.4e-006,4.4e-006,
387,0.0474963,0.0125489,15.3846,0,3.3e-006,4.4e-006,
388,0.0468088,0.0125104,15.625,1e-007,3.6e-006,5.1e-006,
389,0.0472733,0.0123818,15.625,1e-007,3.5e-006,4.7e-006,
390,0.0472923,0.01244,15.3846,2e-007,3.3e-006,4.2e-006,
391,0.0476785,0.0125751,15.625,0,3.6e-006,5e-006,
392,0.0473771,0.0125441,15.3846,1e-007,3e-006,4.4e-006,
393,0.047483,0.0131458,15.625,1e-007,3.7e-006,4.4e-006,
394,0.0477221,0.0128634,15.1515,1e-007,2.9e-006,4.1e-006,
395,0.047822,0.0127094,15.625,0,2.5e-006,4.5e-006,
396,0.0480168,0.0124307,15.3846,0,2.7e-006,4.3e-006,
397,0.0483876,0.0125403,15.3846,1e-007,3.6e-006,4.3e-006,
398,0.0481382,0.0123827,15.3846,1e-007,4.2e-006,4.2e-006,
399,0.0483339,0.0125306,15.3846,1e-007,3.5e-006,4.1e-006,
400,0.0483961,0.0130488,15.1515,2e-007,6.2e-006,5.6e-006,
401,0.0491096,0.0127269,15.3846,1e-007,2.6e-006,4e-006,
402,0.0485613,0.0128239,15.1515,0,2.4e-006,4.1e-006,
403,0.0487276,0.0128675,15.1515,1e-007,3e-006,4.1e-006,
404,0.0489288,0.0127627,15.1515,0,3.2e-006,4e-006,
405,0.0493743,0.0128292,15.3846,1e-007,2.6e-006,4e-006,
406,0.0490776,0.0129648,14.9254,2e-007,4.3e-006,4.4e-006,
407,0.0493438,0.0130827,15.1515,1e-007,3.4e-006,4.3e-006,
408,0.0493164,0.0130502,14.9254,1e-007,2.8e-006,4.4e-006,
409,0.0495031,0.0131426,14.9254,1e-007,3e-006,4.5e-006,
410,0.0496634,0.0131018,15.1515,1e-007,3.6e-006,4.5e-006,
411,0.0500149,0.0131281,14.9254,1e-007,2.8e-006,3.9e-006,
412,0.0497877,0.0131138,14.7059,0,3.1e-006,4.1e-006,
413,0.0500239,0.0130942,14.9254,1e-007,2.8e-006,4.1e-006,
414,0.050509,0.0133069,14.7059,1e-007,2.8e-006,4.5e-006,
415,0.0513768,0.0132264,14.7059,1e-007,3.3e-006,4.1e-006,
416,0.0502192,0.0130868,14.7059,2e-007,3.3e-006,4.2e-006,
417,0.0504809,0.0131146,14.7059,2e-007,4e-006,4.3e-006,
418,0.0514157,0.0131658,14.7059,2e-007,3.4e-006,4.8e-006,
419,0.0510923,0.0136035,14.4928,1e-007,2.8e-006,4.1e-006,
420,0.0510176,0.0134769,14.4928,1e-007,2.6e-006,3.9e-006,
421,0.0510675,0.0133584,14.7059,0,3.5e-006,4.3e-006,
422,0.0511831,0.0134131,14.4928,1e-007,3e-006,4e-006,
423,0.0509539,0.0136522,14.4928,0,2.5e-006,4.3e-006,
424,0.0513717,0.0135996,14.4928,1e-007,3.2e-006,4.3e-006,
425,0.0516636,0.0135984,14.4928,1e-007,3.2e-006,4.2e-006,
426,0.0519088,0.0136054,14.4928,1e-007,2.8e-006,4.1e-006,
427,0.0519033,0.0139096,14.2857,1e-007,3.2e-006,4.2e-006,
428,0.0519129,0.013592,14.2857,2e-007,4.2e-006,4.3e-006,
429,0.0518663,0.0136777,14.0845,1e-007,3.1e-006,4e-006,
430,0.0528699,0.013734,14.4928,1e-007,3.9e-006,4.9e-006,
431,0.0520604,0.0142363,14.0845,1e-007,5e-006,4.8e-006,
432,0.0526532,0.0137961,14.0845,1e-007,3.4e-006,4.2e-006,
433,0.0522353,0.0138234,14.0845,0,3.1e-006,4e-006,
434,0.0532231,0.0138354,14.2857,1e-007,3.5e-006,4.2e-006,
435,0.0529421,0.0145978,13.8889,1e-007,3e-006,4.2e-006,
436,0.0526857,0.0139494,13.8889,1e-007,3.2e-006,4.3e-006,
437,0.0528493,0.0139043,14.0845,2e-007,2.8e-006,4.1e-006,
438,0.0533938,0.0137703,14.0845,2e-007,3.4e-006,4.5e-006,
439,0.0529131,0.0140166,14.0845,0,2.4e-006,4e-006,
440,0.0532134,0.0138489,14.0845,2e-007,3.3e-006,4.8e-006,
441,0.0533342,0.0139472,14.0845,1e-007,2.7e-006,4.2e-006,
442,0.053357,0.0141505,13.8889,1e-007,2.8e-006,5.3e-006,
443,0.0542511,0.0142673,14.0845,0,3.7e-006,4.1e-006,
444,0.0542053,0.0140874,13.6986,1e-007,3.2e-006,4e-006,
445,0.0547653,0.0140905,13.6986,1e-007,3.4e-005,5.3e-006,
446,0.0542806,0.0143859,13.6986,0,3.2e-006,4.8e-006,
447,0.0541945,0.0143971,13.6986,1e-007,2.9e-006,4.2e-006,
448,0.0545607,0.0146186,13.6986,0,3.3e-006,4.8e-006,
449,0.0545639,0.0142953,13.5135,0,2.9e-006,4.6e-006,
450,0.0544157,0.0142538,13.6986,1e-007,3.7e-006,4.3e-006,
451,0.0547159,0.0142523,13.6986,1e-007,2.8e-006,4e-006,
452,0.054847,0.0143487,13.6986,1e-007,4.1e-006,4.7e-006,
453,0.054646,0.0149875,13.6986,1e-007,2.5e-006,4.4e-006,
454,0.0554245,0.0144683,13.5135,0,3.1e-006,4.2e-006,
455,0.0552013,0.014349,13.3333,1e-007,3e-006,4.1e-006,
456,0.0560694,0.0143731,13.6986,0,2.6e-006,4.5e-006,
457,0.0555013,0.0145751,13.3333,4e-007,3.2e-006,4.2e-006,
458,0.0556734,0.0151009,13.5135,1e-007,4.1e-006,5.1e-006,
459,0.0553863,0.0144836,13.3333,1e-007,3e-006,4.2e-006,
460,0.0557062,0.0145805,13.5135,1e-007,3e-006,4.3e-006,
461,0.0560211,0.0145606,13.3333,1e-007,3.8e-006,5.1e-006,
462,0.0558203,0.015142,13.3333,1e-007,2.5e-006,4e-006,
463,0.0562753,0.0146362,13.3333,0,3.9e-006,4.7e-006,
464,0.056322,0.0147831,13.1579,1e-007,2.5e-006,4.7e-006,
465,0.0561019,0.0154589,13.3333,2e-007,5.1e-006,5.2e-006,
466,0.0563766,0.014997,13.1579,1e-007,2.8e-006,4.1e-006,
467,0.0567837,0.0149991,13.3333,0,3.9e-006,4.1e-006,
468,0.0568121,0.0147492,12.987,0,2.8e-006,4.1e-006,
469,0.0566642,0.0155826,13.3333,1e-007,2.9e-006,4.3e-006,
470,0.0570637,0.0149009,12.987,1e-007,3e-006,4.2e-006,
471,0.0574213,0.0152856,13.1579,1e-007,2.6e-006,4.3e-006,
472,0.0572899,0.0152459,12.987,1e-007,3e-006,4.1e-006,
473,0.0570672,0.0150935,12.987,1e-007,3.3e-006,4.3e-006,
474,0.0571689,0.0149704,13.1579,1e-007,2.6e-006,3.9e-006,
475,0.057293,0.0150374,13.1579,1e-007,2.7e-006,3.9e-006,
476,0.0576422,0.015779,12.987,2e-007,3.3e-006,4.2e-006,
477,0.0576488,0.0150106,12.8205,1e-007,3.3e-006,4.4e-006,
478,0.0579936,0.0153508,13.1579,0,2.5e-006,4e-006,
479,0.0582703,0.0155398,12.8205,0,3.1e-006,4.2e-006,
480,0.058789,0.0151639,12.8205,1e-007,4.7e-006,4.3e-006,
481,0.0582653,0.0151871,12.6582,1e-007,2.6e-006,4e-006,
482,0.0582031,0.0154277,12.987,0,2.7e-006,4.1e-006,
483,0.0583696,0.0152509,12.8205,1e-007,4.2e-006,4.9e-006,
484,0.0593194,0.015343,12.8205,1e-007,2.8e-006,4e-006,
485,0.0589298,0.0158233,12.6582,1e-007,3.4e-006,4.7e-006,
486,0.0587303,0.0153063,12.6582,1e-007,3e-006,3.9e-006,
487,0.0587175,0.015394,12.8205,0,3.6e-006,4.1e-006,
488,0.0590591,0.0157236,12.8205,0,2.9e-006,4.1e-006,
489,0.0594014,0.0154913,12.5,1e-007,2.6e-006,4.2e-006,
490,0.0595199,0.015835,12.6582,1e-007,3e-006,4.2e-006,
491,0.0596055,0.0156014,12.6582,1e-007,5.8e-006,6.2e-006,
492,0.0599162,0.015632,12.5,1e-007,2.7e-006,3.9e-006,
493,0.0599192,0.0160864,12.5,1e-007,2.4e-006,4.1e-006,
494,0.0605844,0.0156548,12.5,1e-007,3e-006,4.1e-006,
495,0.0600017,0.0157615,12.5,1e-007,3e-006,4.3e-006,
496,0.0604819,0.0156814,12.3457,2e-007,5.1e-006,4.9e-006,
497,0.0636534,0.0167133,12.5,0,2.7e-006,4.1e-006,
498,0.0623079,0.0159429,11.7647,1e-007,3.7e-006,4.4e-006,
499,0.0614051,0.0164734,12.0482,1e-007,3e-006,4.1e-006,
500,0.0608499,0.0163091,12.1951,1e-007,2.5e-006,4.3e-006,
501,0.0645958,0.0165818,12.3457,0,2.6e-006,4.1e-006,
502,0.0638902,0.0172027,11.7647,1e-007,3.6e-006,4.3e-006,
503,0.0610508,0.0159472,11.6279,0,2.9e-006,4.1e-006,
504,0.0609214,0.0163998,12.3457,1e-007,3.7e-006,4.3e-006,
505,0.0612046,0.0159847,12.1951,1e-007,2.5e-006,5e-006,
